#Creator: pendulumEventBuffer
#Creation time: Thu Mar 31 11:15:25 2022
#Time	Period	Transit time
#[s]	[s]	[s]
966.855800	2.114787	0.188564
967.912991	2.114693	0.189050
968.970493	2.114719	0.189514
970.027710	2.114698	0.189952
971.085191	2.114700	0.190402
972.142410	2.114713	0.190844
973.199904	2.114715	0.191288
974.257125	2.114688	0.191718
975.314592	2.114673	0.192132
976.371798	2.114771	0.192556
977.429363	2.114758	0.193018
978.486556	2.114635	0.193456
979.543998	2.114608	0.193768
980.601164	2.114670	0.194208
981.658668	2.114762	0.194764
982.715926	2.114821	0.195224
983.773489	2.114650	0.195686
984.830576	2.114580	0.196108
985.888069	2.114689	0.196494
986.945265	2.114731	0.196870
988.002800	2.114732	0.197240
989.059997	2.114669	0.197642
990.117469	2.114727	0.198050
991.174724	2.114755	0.198444
992.232224	2.114686	0.198852
993.289410	2.114490	0.199304
994.346714	2.114624	0.199692
995.404034	2.114687	0.200128
996.461401	2.114526	0.200546
997.518560	2.114674	0.200940
998.576075	2.114672	0.201434
999.633232	2.114477	0.201880
1000.690552	2.114534	0.202280
1001.747766	2.114692	0.202720
1002.805244	2.114665	0.203172
1003.862431	2.114111	0.203686
1004.919355	2.114489	0.204114
1005.976920	2.114509	0.204788
1007.033864	2.114208	0.205312
1008.091128	2.114780	0.205492
1009.148644	2.114373	0.206228
1010.205501	2.114373	0.206782
1011.263017	2.114681	0.207034
1012.320182	2.114562	0.207572
1013.377579	2.114380	0.208066
1014.434562	2.114496	0.208516
1015.492075	2.114551	0.209086
1016.549113	2.114786	0.209458
1017.606861	2.114725	0.210078
1018.663838	2.113979	0.211136
1019.720840	2.114224	0.211636
1020.778062	2.114626	0.211784
1021.835466	2.114326	0.212252
1022.892388	2.114519	0.212760
1023.949985	2.114852	0.213298
1025.007240	2.114423	0.213936
1026.064408	2.114373	0.214432
1027.121613	2.114494	0.214810
1028.178902	2.114330	0.215252
1029.235943	2.114671	0.215682
1030.293573	2.114700	0.216230
1031.350643	2.114277	0.216734
1032.407850	2.114263	0.217084
1033.464906	2.114464	0.217512
1034.522314	2.114514	0.218000
1035.579420	2.114351	0.218576
1036.636665	2.114413	0.218946
1037.693833	2.114598	0.219330
1038.751263	2.114547	0.219894
1039.808380	2.114651	0.220288
1040.865914	2.114346	0.220756
1041.922726	2.114252	0.221260
1042.980166	2.114437	0.221744
1044.037163	2.114327	0.222226
1045.094493	2.114331	0.222750
1046.151494	2.114339	0.223224
1047.208832	2.114478	0.223552
1048.265972	2.114549	0.224048
1049.323381	2.114275	0.224654
1050.380247	2.114306	0.225054
1051.437687	2.114715	0.225382
1052.494962	2.114526	0.225920
1053.552213	2.113872	0.226726
1054.608834	2.113888	0.227184
1055.666101	2.114413	0.227518
1056.723247	2.114716	0.228006
1057.780817	2.114673	0.228362
1058.837920	2.114352	0.228848
1059.895169	2.114310	0.229394
1060.952230	2.114476	0.229896
1062.009645	2.114409	0.230402
1063.066639	2.114243	0.230962
1064.123888	2.114488	0.231484
1065.181127	2.114568	0.231730
1066.238456	2.114081	0.232232
1067.295208	2.113936	0.232900
1068.352392	2.114279	0.233496
1069.409487	2.114412	0.234002
1070.466804	2.114206	0.234380
1071.523693	2.114162	0.234858
1072.580966	2.114204	0.235324
1073.637897	2.114214	0.235874
1074.695180	2.114355	0.236336
1075.752252	2.114406	0.236732
1076.809586	2.114346	0.237208
1077.866598	2.114358	0.237724
1078.923944	2.114187	0.238240
1079.980785	2.114383	0.238798
1081.038327	2.114305	0.239462
1082.095090	2.114249	0.239980
1083.152576	2.114411	0.240444
1084.209501	2.114134	0.241078
1085.266710	2.114042	0.241656
1086.323543	2.114409	0.242134
1087.381119	2.114196	0.242998
1088.437739	2.114032	0.243602
1089.495151	2.114367	0.243838
1090.552106	2.114341	0.244316
1091.609492	2.114210	0.244824
1092.666316	2.114142	0.245380
1093.723634	2.114081	0.245936
1094.780397	2.114265	0.246394
1095.837899	2.114135	0.246934
1096.894532	2.113870	0.247452
1097.951769	2.114112	0.247886
1099.008644	2.114054	0.248464
1100.065823	2.114235	0.249006
1101.122879	2.114410	0.249610
1102.180233	2.114146	0.250086
1103.237025	2.114003	0.250414
1104.294236	2.114149	0.250920
1105.351174	2.114228	0.251344
1106.408464	2.114162	0.251864
1107.465336	2.113589	0.252432
1108.522053	2.113841	0.252898
1109.579177	2.114514	0.253326
1110.636567	2.114154	0.253818
1111.693331	2.114088	0.254262
1112.750655	2.114933	0.254706
1113.808264	2.114395	0.255088
1114.865050	2.112838	0.255848
1115.921102	2.114481	0.256744
1116.979531	2.115267	0.257198
1118.036369	2.113821	0.257526
1119.093352	2.113734	0.258076
1120.150103	2.113950	0.258794
1121.207302	2.114439	0.259648
1122.264542	2.113430	0.260236
1123.320732	2.113654	0.260388
1124.378196	2.114641	0.260740
1125.435373	2.114153	0.261218
1126.492349	2.114196	0.261502
1127.549569	2.113998	0.262018
1128.606347	2.113808	0.262714
1129.663377	2.114247	0.263026
1130.720594	2.114515	0.263472
1131.777892	2.113509	0.263852
1132.834103	2.113336	0.264270
1133.891228	2.114537	0.264732
1134.948640	2.114231	0.265236
1136.005459	2.113655	0.265874
1137.062295	2.113982	0.266338
1138.119441	2.113996	0.266794
1139.176291	2.114039	0.267326
1140.233480	2.113998	0.267832
1141.290289	2.113923	0.268214
1142.347403	2.113868	0.268758
1143.404157	2.113860	0.269254
1144.461263	2.113889	0.269598
1145.518046	2.113946	0.270064
1146.575209	2.113996	0.270762
1147.632042	2.113923	0.271332
1148.689132	2.113882	0.271748
1149.745924	2.113969	0.272224
1150.803101	2.113962	0.272786
1151.859886	2.113882	0.273276
1152.916983	2.113824	0.273806
1153.973710	2.114237	0.274336
1155.031220	2.114259	0.274904
1156.087969	2.113783	0.275582
1157.145003	2.113718	0.276110
1158.201687	2.113936	0.276618
1159.258939	2.114098	0.277218
1160.315785	2.113962	0.277718
1161.372901	2.113892	0.278202
