#Creator: pendulumEventBuffer
#Creation time: Thu Mar 31 09:08:41 2022
#Time	Period	Transit time
#[s]	[s]	[s]
972.474456	2.126153	0.114276
973.537526	2.126148	0.114528
974.600604	2.126155	0.114800
975.663681	2.126163	0.115074
976.726767	2.126156	0.115342
977.789837	2.126135	0.115598
978.852902	2.126101	0.115852
979.915938	2.126075	0.116104
980.978977	2.126070	0.116366
982.042008	2.126063	0.116636
983.105040	2.126056	0.116904
984.168064	2.126062	0.117160
985.231102	2.126083	0.117412
986.294147	2.126085	0.117666
987.357187	2.126057	0.117934
988.420204	2.126039	0.118228
989.483226	2.126046	0.118516
990.546250	2.126040	0.118788
991.609266	2.126027	0.119052
992.672277	2.126046	0.119310
993.735312	2.126050	0.119576
994.798327	2.126052	0.119846
995.861364	2.126037	0.120132
996.924364	2.125976	0.120416
997.987340	2.125951	0.120668
999.050315	2.125970	0.120938
1000.113310	2.125979	0.121212
1001.176294	2.125994	0.121476
1002.239304	2.126029	0.121736
1003.302323	2.126032	0.121998
1004.365336	2.125986	0.122288
1005.428309	2.125969	0.122574
1006.491305	2.125947	0.122858
1007.554256	2.125909	0.123132
1008.617214	2.125908	0.123400
1009.680164	2.125923	0.123688
1010.743137	2.125953	0.123990
1011.806117	2.125972	0.124282
1012.869109	2.125949	0.124562
1013.932066	2.125905	0.124848
1014.995014	2.125906	0.125124
1016.057972	2.125914	0.125424
1017.120928	2.125894	0.125720
1018.183866	2.125883	0.126008
1019.246811	2.125886	0.126306
1020.309752	2.125886	0.126608
1021.372697	2.125887	0.126910
1022.435639	2.125875	0.127206
1023.498572	2.125859	0.127492
1024.561498	2.125826	0.127772
1025.624398	2.125810	0.128068
1026.687308	2.125855	0.128360
1027.750253	2.125852	0.128642
1028.813160	2.125787	0.128956
1029.876040	2.125855	0.129276
1030.939015	2.125900	0.129538
1032.001940	2.125930	0.129848
1033.064945	2.125879	0.130158
1034.127819	2.125799	0.130430
1035.190744	2.125803	0.130748
1036.253622	2.126357	0.131044
1037.317101	2.125980	0.131454
1038.379602	2.124754	0.131772
1039.441855	2.125633	0.132034
1040.505235	2.126246	0.132346
1041.568101	2.125701	0.132586
1042.630936	2.125870	0.132872
1043.693971	2.126071	0.133010
1044.757007	2.125808	0.133342
1045.819779	2.125621	0.133802
1046.882628	2.125712	0.134068
1047.945491	2.125627	0.134394
1049.008255	2.125966	0.134838
1050.071457	2.125995	0.135026
1051.134250	2.125299	0.135216
1052.196756	2.125574	0.135632
1053.259824	2.125953	0.135936
1054.322709	2.125771	0.136246
1055.385595	2.125739	0.136562
1056.448448	2.125675	0.136860
1057.511270	2.125638	0.137172
1058.574086	2.125619	0.137488
1059.636889	2.125628	0.137778
1060.699714	2.125694	0.138096
1061.762583	2.125675	0.138442
1062.825389	2.125631	0.138766
1063.888214	2.125734	0.139076
1064.951123	2.125648	0.139390
1066.013862	2.125549	0.139716
1067.076672	2.125747	0.140032
1068.139609	2.125718	0.140362
1069.202390	2.125628	0.140692
1070.265237	2.125668	0.141022
1071.328058	2.125641	0.141372
1072.390878	2.125657	0.141724
1073.453715	2.125723	0.142106
1074.516601	2.125677	0.142434
1075.579392	2.125514	0.142748
1076.642115	2.125541	0.143054
1077.704933	2.125656	0.143350
1078.767771	2.125658	0.143718
1079.830591	2.125694	0.144074
1080.893465	2.125549	0.144454
1081.956140	2.125487	0.144808
1083.018952	2.125624	0.145108
1084.081764	2.125587	0.145436
1085.144539	2.125553	0.145770
1086.207317	2.125514	0.146126
1087.270053	2.125568	0.146486
1088.332885	2.125615	0.146802
1089.395668	2.125534	0.147136
1090.458419	2.125488	0.147490
1091.521156	2.125451	0.147832
1092.583870	2.125463	0.148180
1093.646619	2.125446	0.148538
1094.709316	2.125418	0.148880
1095.772037	2.125413	0.149190
1096.834729	2.125381	0.149530
1097.897418	2.125392	0.149900
1098.960121	2.125411	0.150266
1100.022829	2.125411	0.150626
1101.085532	2.125413	0.150980
1102.148242	2.125400	0.151324
1103.210932	2.125403	0.151676
1104.273645	2.125561	0.152042
